3.20GHz,6.230871
3.10GHz,6.228544
3.00GHz,6.228398
2.90GHz,6.222657
2.70GHz,6.216648
2.60GHz,6.213764
2.50GHz,6.211284
2.40GHz,6.210056
2.30GHz,6.208194
2.20GHz,6.204488
2.10GHz,6.204441
1.90GHz,6.198170
1.80GHz,6.198814
1.70GHz,6.196996
1.60GHz,6.194836
